Date,Week_Index,Product_ID,Product_Name,Category,Region,Channel,Production_Line,Campaign,Produced_Units,Good_Units,Sales_Units,Returned_Units,Price_per_Unit,Cost_per_Unit,Raw_Material_Cost,COGS,Marketing_Spend,Logistics_Cost,Other_Expenses,Revenue,Profit,Profit_Margin,Lead_Time_days,Downtime_hours,Efficiency_u_per_h,Defect_Rate,Returns_Rate,Inventory,Backorder,Acquisition,Retention_Rate,NPS,Employee_Satisfaction,On_Promo,Promo_Discount,Month,Quarter,Year,Weekly_Target,Target_Achieved,Rolling_4w_Sales,Rolling_13w_Sales,WoW_pct_Sales_Units,WoW_pct_Revenue,WoW_pct_Lead_Time_days,WoW_pct_Efficiency_u_per_h,anomaly_score,is_anomaly,Weeks_of_Inventory
2024-02-26,112,P007,FRA_SKU_07,Fragrance,East,Retail,LineA,None,2574,2495,2127,32,59.19,12.8,1284.43,33075.64,3967.4,8018.94,822.6,125897.13,80012.55,0.6355,7,5.69,104.86,0.0305,0.0154,3688,0,141,0.6863,46.4,6.9,False,0.0,2024-02-01,2024-01-01,2024,2404,0.8847753743756719,2245.25,2248.5384615384614,-0.06996064713598604,-0.02412640850875747,0.75,-0.18908050421467792,0.11810496547966254,False,1.7338975074123661
2024-03-04,113,P007,FRA_SKU_07,Fragrance,North,Retail,LineB,None,2568,2505,2391,6,58.54,13.19,2457.58,34117.68,1540.26,5685.32,865.37,139969.14,97760.51,0.6984,11,6.99,110.45,0.0241,0.0028,2813,0,129,0.5791,27.2,8.02,False,0.0,2024-03-01,2024-01-01,2024,2404,0.9945923460894366,2348.5,2254.3076923076924,0.12411847672778564,0.11177387443224496,0.5714285714285714,0.05330917413694447,0.09156678816645192,False,1.1764951898048954
2024-03-11,114,P007,FRA_SKU_07,Fragrance,North,E-commerce,LineB,None,2295,2275,2243,6,54.53,12.82,1122.25,29534.13,4150.46,7251.92,736.68,122310.79,80637.6,0.6593,9,4.23,88.23,0.0084,0.003,2695,0,132,0.6513,45.9,8.42,True,0.08,2024-03-01,2024-01-01,2024,2404,0.9330282861892958,2262.0,2256.153846153846,-0.0618987871183605,-0.12615888045036228,-0.18181818181818177,-0.20117700316885467,0.12351872297518895,False,1.2015158264817138
2024-03-18,115,P007,FRA_SKU_07,Fragrance,North,E-commerce,LineB,None,3253,3187,2896,21,59.92,13.11,2244.57,42871.29,3153.64,10379.89,1084.58,173528.32,116038.92,0.6687,6,2.13,115.71,0.0201,0.0074,3230,0,117,0.7024,40.7,6.32,False,0.0,2024-03-01,2024-01-01,2024,2404,1.2046589018297817,2414.25,2343.6923076923076,0.2911279536335265,0.4187490735690613,-0.33333333333333337,0.31145868752125105,-0.016527625664344514,True,1.115331491327579
2024-03-25,116,P007,FRA_SKU_07,Fragrance,West,Retail,LineB,None,2280,2234,2208,20,60.86,12.92,1110.36,29568.64,1902.09,9704.71,230.2,134378.88,92973.24,0.6919,1,1.84,80.29,0.02,0.0093,2337,0,97,0.6599,43.1,8.28,False,0.0,2024-03-01,2024-01-01,2024,2404,0.9184692179696679,2434.5,2305.4615384615386,-0.2375690607734806,-0.22560836179362542,-0.8333333333333334,-0.3061101028433151,0.07720166213660418,False,1.0584239125641197
2024-04-01,117,P007,FRA_SKU_07,Fragrance,Central,E-commerce,LineC,SummerSale,2553,2506,2492,56,59.69,12.71,1337.77,32582.41,975.67,5087.5,963.72,148747.48,109138.18,0.7337,3,5.85,104.67,0.0181,0.0228,3581,0,191,0.6303,38.1,6.33,False,0.0,2024-04-01,2024-04-01,2024,2404,1.0366056572375055,2459.75,2325.0,0.12862318840579712,0.10692602885215297,2.0,0.3036492713912069,0.06378438380278839,False,1.436998394286919
2024-04-08,118,P007,FRA_SKU_07,Fragrance,West,Wholesale,LineC,HolidayPush,3099,3030,2690,26,58.44,12.49,1692.05,38875.72,1808.5,11090.21,399.28,157203.6,105029.89,0.6681,2,4.11,118.62,0.0223,0.0099,2323,0,109,0.7898,-0.9,7.92,False,0.0,2024-04-01,2024-04-01,2024,2404,1.118968386022829,2571.5,2340.6153846153848,0.079454253611557,0.056848828632256376,-0.33333333333333337,0.13327601031814273,0.0272085487646192,False,0.8635687729131715
2024-04-15,119,P007,FRA_SKU_07,Fragrance,South,E-commerce,LineA,None,2206,2192,2071,15,60.02,11.72,1122.85,25966.61,1892.62,8626.21,1150.93,124301.42,86665.05,0.6972,1,6.0,91.0,0.0062,0.0073,3150,0,117,0.6924,53.8,8.34,False,0.0,2024-04-01,2024-04-01,2024,2404,0.8614808652242673,2365.25,2299.076923076923,-0.23011152416356873,-0.20929660643903836,-0.5,-0.23284437700219185,0.11797028986577518,False,1.5210043449922723
2024-04-22,120,P007,FRA_SKU_07,Fragrance,East,E-commerce,LineC,SummerSale,2844,2739,2824,33,60.67,11.81,2204.1,33808.05,1566.2,9834.58,438.91,171332.08,125684.34,0.7336,1,5.31,114.08,0.0368,0.0119,3310,38,141,0.6993,16.0,8.43,False,0.0,2024-04-01,2024-04-01,2024,2404,1.1747088186351187,2519.25,2389.5384615384614,0.36359246740704965,0.37835979669419695,0.0,0.2536263736263735,-0.014702013878196252,True,1.172096316865405
2024-04-29,121,P007,FRA_SKU_07,Fragrance,Central,Retail,LineB,HolidayPush,2335,2231,1919,28,55.96,12.56,2050.13,29532.61,999.9,6919.08,972.69,107387.24,68962.96,0.6422,9,8.23,106.08,0.0445,0.0151,2016,0,119,0.6655,44.9,7.64,False,0.0,2024-04-01,2024-04-01,2024,2404,0.7982529118133119,2376.0,2362.6923076923076,-0.3204674220963173,-0.3732216406874882,8.0,-0.07012622720897621,0.07604200216292345,False,1.0505471594317106
2024-05-06,122,P007,FRA_SKU_07,Fragrance,South,E-commerce,LineA,NewLaunch,2516,2473,2326,25,59.33,12.86,1434.12,32499.17,3192.93,10958.1,385.22,138001.58,90966.16,0.6592,3,8.79,117.31,0.0168,0.0111,2508,0,145,0.6607,24.2,8.28,False,0.0,2024-05-01,2024-04-01,2024,2404,0.9675540765386991,2285.0,2389.4615384615386,0.2120896300156332,0.2850835909368745,-0.6666666666666667,0.10586349924585226,0.07286166884044287,False,1.0782459152716055
2024-05-13,123,P007,FRA_SKU_07,Fragrance,North,E-commerce,LineC,None,2784,2744,2641,22,60.04,12.67,1770.62,35450.34,990.47,4946.54,204.8,158565.64,116973.49,0.7377,5,3.45,103.93,0.0142,0.0085,4287,0,88,0.6137,30.3,7.75,False,0.0,2024-05-01,2024-04-01,2024,2404,1.09858569051535,2427.5,2393.4615384615386,0.13542562338779018,0.14901322144282725,0.6666666666666667,-0.11405677265365266,0.020545476706521515,False,1.623248768790894
2024-05-20,124,P007,FRA_SKU_07,Fragrance,East,Wholesale,LineB,None,2709,2631,2189,34,61.06,12.75,1213.63,34661.11,2446.87,10144.1,734.95,133660.34,85673.31,0.641,4,7.59,119.62,0.0286,0.0157,2011,0,185,0.6025,30.5,7.15,False,0.0,2024-05-01,2024-04-01,2024,2404,0.9105657237932985,2268.75,2385.923076923077,-0.1711472926921621,-0.15706618407367456,-0.19999999999999996,0.15096699701722316,0.09252730783504559,False,0.9186843303249501
2024-05-27,125,P007,FRA_SKU_07,Fragrance,East,E-commerce,LineA,None,2809,2807,3019,9,57.71,12.0,2022.48,33910.25,3273.63,5563.72,1124.82,174226.49,130354.07,0.7482,6,7.56,123.86,0.0005,0.0031,2617,105,210,0.7218,12.0,6.98,False,0.0,2024-05-01,2024-04-01,2024,2404,1.255823627287331,2543.75,2454.5384615384614,0.37916857012334404,0.30350177172974413,0.5,0.03544557766259815,-0.06092001243262013,True,0.8668433253173755
2024-06-03,126,P007,FRA_SKU_07,Fragrance,North,Wholesale,LineC,HolidayPush,2588,2525,2981,88,47.72,11.78,1268.12,30613.45,2059.61,10162.5,1163.73,142253.32,98254.03,0.6907,3,3.66,97.38,0.0243,0.0296,3060,196,236,0.6697,17.7,7.23,True,0.21,2024-06-01,2024-04-01,2024,2404,1.2400166389345924,2707.5,2499.923076923077,-0.012586949320967156,-0.18351497524859728,-0.5,-0.21378976263523342,0.037821143419446646,False,1.0265011737583023
2024-06-10,127,P007,FRA_SKU_07,Fragrance,North,Retail,LineC,None,2131,2068,1866,14,59.6,12.42,1417.12,26608.73,731.51,2307.87,670.36,111213.6,80895.13,0.7274,4,8.41,97.61,0.0292,0.0077,2474,0,69,0.7797,35.2,9.13,False,0.0,2024-06-01,2024-04-01,2024,2404,0.7762063227950182,2513.75,2470.923076923077,-0.37403555853740356,-0.21820032038619552,0.33333333333333326,0.0023618812897925334,0.11885617389482162,False,1.3258306530944102
2024-06-17,128,P007,FRA_SKU_07,Fragrance,South,Retail,LineB,None,2224,2158,1786,45,56.03,12.2,1112.0,27244.0,2740.38,7707.53,416.12,100069.58,61961.55,0.6192,10,6.75,94.67,0.0294,0.0255,5069,0,97,0.7463,31.0,5.54,False,0.0,2024-06-01,2024-04-01,2024,2404,0.7429284525787259,2413.0,2385.5384615384614,-0.04287245444801713,-0.1002037520591007,1.5,-0.03011986476795403,0.136516178053107,False,2.838185888668429
2024-06-24,129,P007,FRA_SKU_07,Fragrance,West,E-commerce,LineC,None,2638,2551,2276,43,57.6,13.15,1545.87,34844.29,1574.33,4258.83,570.8,131097.6,89849.35,0.6854,6,4.99,104.46,0.0327,0.0192,3002,0,173,0.7296,28.1,7.98,False,0.0,2024-06-01,2024-04-01,2024,2404,0.9467554076535163,2227.25,2390.769230769231,0.2743561030235162,0.3100644571507145,-0.4,0.10341185169536282,0.09544810204740706,False,1.3189806672587958
2024-07-01,130,P007,FRA_SKU_07,Fragrance,Central,E-commerce,LineA,SummerSale,1857,1838,1822,29,48.26,11.79,878.36,21981.87,1848.65,6385.69,282.89,87929.72,57430.62,0.6531,10,6.59,78.52,0.0097,0.0162,2666,0,95,0.6666,37.9,8.46,True,0.12,2024-07-01,2024-07-01,2024,2404,0.7579034941760574,1937.5,2339.230769230769,-0.19947275922671348,-0.3292804750048819,0.6666666666666667,-0.24832471759525176,0.14934977911224512,False,1.4632272220289642
2024-07-08,131,P007,FRA_SKU_07,Fragrance,North,Retail,LineC,None,2413,2374,2831,47,39.93,12.72,948.31,30788.19,2738.67,8772.79,1010.15,113041.83,69732.03,0.6169,14,9.05,113.85,0.0159,0.0166,3238,254,237,0.7024,27.7,8.79,True,0.32,2024-07-01,2024-07-01,2024,2404,1.1776206322790443,2178.75,2350.076923076923,0.5537870472008781,0.28559297129571215,0.3999999999999999,0.4499490575649516,0.05354194469382334,False,1.1437654534992
2024-07-15,132,P007,FRA_SKU_07,Fragrance,East,Retail,LineB,None,2368,2292,1973,0,54.67,12.67,1129.54,30115.51,1371.79,3588.91,809.66,107863.91,71978.04,0.6673,6,6.53,99.88,0.0318,0.0,3289,0,88,0.6083,22.6,5.62,False,0.0,2024-07-01,2024-07-01,2024,2404,0.8207154742093092,2225.5,2342.5384615384614,-0.30307311903920875,-0.04580534480023901,-0.5714285714285714,-0.12270531400966178,0.12884830041175888,False,1.6670045607364397
2024-07-22,133,P007,FRA_SKU_07,Fragrance,North,Retail,LineA,None,2086,2054,1902,35,55.6,12.69,1059.69,26577.31,1627.26,8120.88,1146.72,105751.2,68279.03,0.6457,5,2.88,76.25,0.0153,0.0184,2577,0,57,0.5772,31.6,5.71,False,0.0,2024-07-01,2024-07-01,2024,2404,0.7911813643923498,2132.0,2271.6153846153848,-0.03598580841358334,-0.019586810824862577,-0.16666666666666663,-0.23658390068081692,0.13022277067169552,False,1.3548895891930128
2024-07-29,134,P007,FRA_SKU_07,Fragrance,South,Retail,LineB,None,2554,2464,2076,49,57.71,12.14,1307.65,31136.32,1625.76,5003.23,593.76,119805.96,81446.89,0.6798,6,2.82,93.13,0.0349,0.0237,3405,0,65,0.673,46.7,6.55,False,0.0,2024-07-01,2024-07-01,2024,2404,0.8635607321127855,2195.5,2283.6923076923076,0.09148264984227139,0.13290402378412747,0.19999999999999996,0.22137704918032775,0.09236542359649058,False,1.6401734096145602
2024-08-05,135,P007,FRA_SKU_07,Fragrance,East,Retail,LineB,None,2749,2690,2228,36,58.12,12.07,1984.78,33378.91,2465.56,3344.57,884.34,129491.36,89417.98,0.6905,7,1.64,96.13,0.0211,0.0166,2387,0,167,0.7482,36.9,7.41,False,0.0,2024-08-01,2024-07-01,2024,2404,0.9267886855237409,2044.75,2276.153846153846,0.07321772639691715,0.08084238880937145,0.16666666666666674,0.03221303554171584,0.07845013942181778,False,1.0713644519428347
2024-08-12,136,P007,FRA_SKU_07,Fragrance,Central,Retail,LineA,SummerSale,1335,1318,1205,15,59.98,12.01,635.46,16096.9,489.54,5586.17,1090.94,72275.9,49012.35,0.6781,3,1.97,47.22,0.0127,0.0132,3187,0,64,0.7382,61.6,5.48,False,0.0,2024-08-01,2024-07-01,2024,2404,0.501247920132903,1852.75,2165.6923076923076,-0.4591561938958707,-0.44184770319811306,-0.5714285714285714,-0.5087901799646313,0.1702563361337337,False,2.6448132758134326
2024-08-19,137,P007,FRA_SKU_07,Fragrance,Central,E-commerce,LineB,None,2613,2514,2365,44,60.19,12.89,1797.74,33861.34,1916.71,3416.06,715.51,142349.35,102439.73,0.7196,2,6.42,109.7,0.0375,0.0188,3519,0,136,0.7319,35.3,8.23,False,0.0,2024-08-01,2024-07-01,2024,2404,0.9837770382691415,1968.5,2179.230769230769,0.962655601659751,0.9695271867939386,-0.33333333333333337,1.3231681490893692,0.0618318576156337,False,1.4879492594131294
2024-08-26,138,P007,FRA_SKU_07,Fragrance,Central,E-commerce,LineB,None,1715,1676,1978,0,53.6,13.04,996.41,22463.24,960.27,4963.11,1062.77,106020.8,76571.41,0.7222,12,6.04,70.88,0.0223,0.0,3738,155,97,0.6777,48.6,8.3,True,0.08,2024-08-01,2024-07-01,2024,2404,0.8227953410978275,1944.0,2099.153846153846,-0.1636363636363637,-0.25520699602773034,5.0,-0.35387420237010037,0.14944282159961997,False,1.889787663351978
2024-09-02,139,P007,FRA_SKU_07,Fragrance,Central,Retail,LineA,None,1918,1834,1801,54,50.33,13.29,736.51,25563.87,4614.06,6106.05,351.05,90644.33,54009.3,0.5958,7,1.22,66.1,0.0437,0.0305,1788,0,96,0.626,31.9,6.54,True,0.09,2024-09-01,2024-07-01,2024,2404,0.7491680532442807,1837.25,2008.3846153846155,-0.08948432760364,-0.14503257851289564,-0.41666666666666663,-0.0674379232505643,0.07001120626114476,False,0.9927817873443743
2024-09-09,140,P007,FRA_SKU_07,Fragrance,East,E-commerce,LineC,SummerSale,2589,2522,2472,29,58.22,13.14,1141.75,34133.63,1319.23,4525.27,866.19,143919.84,103075.52,0.7162,6,8.52,119.22,0.0257,0.012,3935,0,114,0.7417,26.9,7.89,False,0.0,2024-09-01,2024-07-01,2024,2404,1.0282861896834325,2154.0,2055.0,0.3725707940033314,0.5877423331387632,-0.1428571428571429,0.8036308623298034,0.050560500180342194,False,1.5918284783204577
2024-09-16,141,P007,FRA_SKU_07,Fragrance,South,E-commerce,LineC,None,2559,2508,2639,39,61.54,12.74,1051.75,32706.83,3235.22,3680.85,248.0,162404.06,122533.16,0.7545,1,7.67,113.38,0.0198,0.0149,2432,61,136,0.8815,19.1,7.37,False,0.0,2024-09-01,2024-07-01,2024,2404,1.0977537437599427,2222.5,2120.6153846153848,0.06755663430420711,0.12843413389008762,-0.8333333333333334,-0.04898506961919147,0.016216867357758513,False,0.9215611970740579
2024-09-23,142,P007,FRA_SKU_07,Fragrance,South,E-commerce,LineA,None,2294,2208,2053,55,55.23,11.96,1337.4,27569.98,2935.84,6085.66,822.76,113387.19,75972.95,0.67,9,1.75,80.51,0.0371,0.027,3494,0,136,0.6906,21.6,6.04,False,0.0,2024-09-01,2024-07-01,2024,2404,0.8539933444256015,2241.25,2103.4615384615386,-0.22205380826070487,-0.30182047172958604,8.0,-0.2899100370435702,0.08916638704114843,False,1.701899658206576
2024-09-30,143,P007,FRA_SKU_07,Fragrance,North,Wholesale,LineA,None,2678,2630,2183,24,56.7,11.79,2244.16,31798.04,397.66,8267.62,941.25,123776.1,82371.53,0.6655,9,4.68,104.76,0.0177,0.0111,2213,0,132,0.7165,41.6,6.84,False,0.0,2024-09-01,2024-07-01,2024,2404,0.9080698835270765,2336.75,2131.230769230769,0.06332196785192412,0.09162331300387638,0.0,0.3012048192771084,0.11625576141931426,False,1.013742555651057
2024-10-07,144,P007,FRA_SKU_07,Fragrance,Central,Retail,LineB,None,1836,1784,1606,34,55.06,12.28,1208.09,22666.89,3344.78,3517.05,812.86,88426.36,58084.78,0.6569,5,2.88,67.1,0.028,0.0216,4736,0,81,0.7809,21.2,6.79,False,0.0,2024-10-01,2024-10-01,2024,2404,0.6680532445920682,2120.25,2037.0,-0.26431516262024735,-0.2855942302269986,-0.4444444444444444,-0.3594883543337153,0.1550743443344339,False,2.9489414676532117
2024-10-14,145,P007,FRA_SKU_07,Fragrance,Central,E-commerce,LineB,None,2773,2727,2932,21,56.3,11.65,2093.62,32514.81,2817.82,9092.55,707.24,165071.6,119939.18,0.7266,5,8.38,126.86,0.0164,0.0072,2376,98,123,0.7044,4.4,8.58,False,0.0,2024-10-01,2024-10-01,2024,2404,1.2196339434271133,2193.5,2110.769230769231,0.825653798256538,0.8667691398809134,0.0,0.8906110283159465,-0.02536879016308946,True,0.8103683489732714
2024-10-21,146,P007,FRA_SKU_07,Fragrance,Central,Retail,LineC,None,1671,1635,1547,2,55.06,13.06,1234.87,21946.75,2315.95,2527.84,935.66,85177.82,57451.62,0.6745,8,4.5,64.92,0.0212,0.0018,4163,0,82,0.7696,36.7,6.12,False,0.0,2024-10-01,2024-10-01,2024,2404,0.6435108153075526,2067.0,2083.4615384615386,-0.4723738062755798,-0.48399470290467894,0.6000000000000001,-0.48825476903673337,0.1749581478072279,False,2.69101486574595
2024-10-28,147,P007,FRA_SKU_07,Fragrance,South,E-commerce,LineA,None,2523,2444,2446,0,57.87,11.88,1756.01,30148.84,2531.3,3203.0,605.14,141550.02,105061.74,0.7422,9,4.5,98.02,0.031,0.0,3083,0,82,0.8086,14.9,8.12,False,0.0,2024-10-01,2024-10-01,2024,2404,1.0174708818631375,2132.75,2111.923076923077,0.5811247575953458,0.6618178300407309,0.125,0.5098582871226123,0.07036137025317768,False,1.2604251834585343
2024-11-04,148,P007,FRA_SKU_07,Fragrance,West,E-commerce,LineA,None,2459,2346,2747,21,42.24,11.96,1827.04,29592.34,3851.26,4355.89,404.84,116033.28,77828.95,0.6707,2,7.3,107.2,0.0456,0.0078,2811,188,147,0.7068,2.1,6.82,True,0.31,2024-11-01,2024-10-01,2024,2404,1.1426788685519373,2418.0,2151.846153846154,0.12305805396565828,-0.18026659409867973,-0.7777777777777778,0.0936543562538259,0.042602960678725155,False,1.0232981430566808
2024-11-11,149,P007,FRA_SKU_07,Fragrance,East,Retail,LineB,SummerSale,2408,2401,2387,50,51.63,13.01,1459.25,31474.0,1216.58,7292.56,799.2,123240.81,82458.47,0.6691,6,4.1,92.1,0.0029,0.0211,3298,0,82,0.614,45.9,7.1,True,0.06,2024-11-01,2024-10-01,2024,2404,0.992928452578622,2281.75,2242.769230769231,-0.1310520567892246,0.06211605842737522,2.0,-0.14085820895522394,0.09610442067100711,False,1.3816506068782362
2024-11-18,150,P007,FRA_SKU_07,Fragrance,North,E-commerce,LineA,SummerSale,2287,2194,2239,36,54.57,12.63,1326.46,29017.46,1399.12,2574.44,985.94,122182.23,88205.27,0.7219,6,7.04,98.56,0.0402,0.0162,2946,25,138,0.78,30.2,7.12,False,0.0,2024-11-01,2024-10-01,2024,2404,0.9313643926784811,2454.75,2233.076923076923,-0.062002513615416865,-0.008589524849763608,0.0,0.07014115092290996,0.08124128723526924,False,1.3157659663618733
2024-11-25,151,P007,FRA_SKU_07,Fragrance,North,Retail,LineB,None,2819,2736,2265,16,61.5,11.73,1353.12,33202.18,1906.53,10374.57,417.6,139297.5,93396.62,0.6705,7,5.69,114.83,0.0294,0.0072,2586,0,196,0.7231,14.1,7.56,False,0.0,2024-11-01,2024-10-01,2024,2404,0.9421797004987761,2409.5,2255.153846153846,0.011612326931665917,0.1400798626772486,0.16666666666666674,0.16507711038961026,0.08678270341360861,False,1.1417218538005645
2024-12-02,152,P007,FRA_SKU_07,Fragrance,South,E-commerce,LineA,HolidayPush,3955,3834,4069,48,58.51,12.32,2163.39,48941.94,2059.96,12624.24,873.45,238077.19,173577.6,0.7291,7,7.61,174.75,0.0305,0.0118,2330,123,207,0.6777,20.5,7.26,False,0.0,2024-12-01,2024-10-01,2024,2404,1.6925956738761678,2740.0,2429.6153846153848,0.7964679911699779,0.7091275148513074,0.0,0.5218148567447531,-0.08925325880913582,True,0.5726222657722727
2024-12-09,153,P007,FRA_SKU_07,Fragrance,South,Retail,LineB,None,2117,2020,1611,0,61.14,12.76,1636.44,27176.56,3136.27,3483.04,1185.5,98496.54,63515.17,0.6448,8,3.72,79.83,0.0455,0.0,3420,0,58,0.6767,17.5,7.91,False,0.0,2024-12-01,2024-10-01,2024,2404,0.6701331114805865,2546.0,2363.3846153846152,-0.6040796264438437,-0.5862831714369613,0.1428571428571428,-0.5431759656652361,0.10136233584589605,False,2.1229050266152045
2024-12-16,154,P007,FRA_SKU_07,Fragrance,North,Retail,LineA,None,2467,2387,2146,30,60.71,11.81,1132.35,29248.51,362.72,2635.79,1019.03,130283.66,97017.61,0.7447,11,6.19,102.59,0.0321,0.0144,4664,0,125,0.8402,33.7,7.96,False,0.0,2024-12-01,2024-10-01,2024,2404,0.8926788685520414,2522.75,2325.4615384615386,0.3320918684047176,0.3227232144398169,0.375,0.28510584993110366,0.09168084098903839,False,2.1733457585399134
2024-12-23,155,P007,FRA_SKU_07,Fragrance,South,E-commerce,LineC,None,2495,2464,2322,62,56.8,11.8,1389.72,29579.97,405.1,10546.77,809.68,131889.6,90548.08,0.6865,8,5.46,100.68,0.0122,0.0269,3504,0,162,0.6629,17.1,7.65,False,0.0,2024-12-01,2024-10-01,2024,2404,0.9658901830278844,2537.0,2346.153846153846,0.08201304753028893,0.01232648821809268,-0.2727272727272727,-0.018617799005751,0.10726696410342207,False,1.5090439269986893
2024-12-30,156,P007,FRA_SKU_07,Fragrance,Central,Retail,LineA,None,2864,2800,2565,2,56.46,13.17,2188.1,37937.69,1059.23,10613.71,682.81,144819.9,94526.46,0.6527,4,4.81,112.62,0.0223,0.0012,3345,0,96,0.6138,11.4,6.87,False,0.0,2024-12-01,2024-10-01,2024,2404,1.0669717138098722,2161.0,2375.5384615384614,0.10465116279069764,0.09803881428103489,-0.5,0.11859356376638863,0.07439560325338601,False,1.3040935667430436
2022-01-03,0,P008,SKI_SKU_08,Skincare,Central,E-commerce,LineA,NewLaunch,1516,1501,1435,30,7.16,13.64,1090.0,20787.24,2151.71,559.01,762.16,10274.6,-13985.52,-1.3612,4,9.19,72.01,0.0095,0.0216,3185,0,65,0.6949,-1.9,8.62,False,0.0,2022-01-01,2022-01-01,2022,1568,0.9151785714279878,1435.0,1435.0,,,,,0.13285346864271774,False,2.2195121935752526
2022-01-10,1,P008,SKI_SKU_08,Skincare,Central,Retail,LineC,HolidayPush,1394,1357,1152,8,6.96,15.03,1442.79,21096.1,1056.63,537.59,720.63,8017.92,-15393.03,-1.9198,9,7.53,61.38,0.026,0.007,3264,0,74,0.8062,23.8,7.25,False,0.0,2022-01-01,2022-01-01,2022,1568,0.7346938775505518,1293.5,1293.5,-0.19721254355400697,-0.21963677418099004,1.25,-0.14761838633523128,0.18066496941453347,False,2.833333330873842
2022-01-17,2,P008,SKI_SKU_08,Skincare,South,Retail,LineC,SummerSale,1725,1713,1549,4,7.18,14.96,1954.42,26001.44,403.47,709.15,550.88,11121.82,-16543.12,-1.4874,10,8.38,78.91,0.0066,0.0028,4046,0,127,0.645,30.9,7.55,False,0.0,2022-01-01,2022-01-01,2022,1568,0.9878826530605944,1378.6666666666667,1378.6666666666667,0.3446180555555556,0.3871203504150702,0.11111111111111116,0.2855979146301726,0.12822552576581914,False,2.612007745247251
2022-01-24,3,P008,SKI_SKU_08,Skincare,West,E-commerce,LineC,HolidayPush,1587,1522,1346,5,6.68,14.46,1972.64,23145.28,661.33,311.75,1011.06,8991.28,-16138.14,-1.7949,8,6.96,68.18,0.0409,0.0038,2414,0,54,0.6451,36.0,8.46,False,0.0,2022-01-01,2022-01-01,2022,1568,0.8584183673463913,1370.5,1370.5,-0.13105229180116207,-0.19156397064509223,-0.19999999999999996,-0.13597769610949173,0.14918876885980376,False,1.793462108622985
2022-01-31,4,P008,SKI_SKU_08,Skincare,East,E-commerce,LineC,None,1440,1405,1347,29,7.01,13.26,1281.6,19222.56,3143.41,429.43,388.7,9442.47,-13741.63,-1.4553,9,6.32,60.21,0.024,0.0218,4191,0,59,0.6199,49.9,7.11,False,0.0,2022-01-01,2022-01-01,2022,1568,0.8590561224484318,1348.5,1365.8,0.0007429420505200568,0.05018084188235705,0.125,-0.11689645057201536,0.19529088014437773,False,3.111358572300402
2022-02-07,5,P008,SKI_SKU_08,Skincare,East,Wholesale,LineA,None,1325,1308,1262,28,7.18,14.16,1116.97,18873.7,3642.31,656.25,400.51,9061.16,-14511.61,-1.6015,1,5.29,53.11,0.0121,0.0229,918,0,64,0.7191,12.9,5.66,False,0.0,2022-02-01,2022-01-01,2022,1568,0.8048469387749969,1376.0,1348.5,-0.06310319227913885,-0.04038244230587962,-0.8888888888888888,-0.11792061119415387,0.18481661824134654,False,0.7274167981557711
2022-02-14,6,P008,SKI_SKU_08,Skincare,South,E-commerce,LineB,HolidayPush,1480,1480,1327,35,6.84,13.39,1107.04,19927.9,1522.22,585.41,1089.07,9076.68,-14047.92,-1.5477,5,2.02,52.45,0.0,0.027,2730,0,40,0.6311,42.7,6.31,False,0.0,2022-02-01,2022-01-01,2022,1568,0.8463010204076236,1320.5,1345.4285714285713,0.05150554675118868,0.0017128049830263947,4.0,-0.012427038222556863,0.11762693259845636,False,2.057272040650134
2022-02-21,7,P008,SKI_SKU_08,Skincare,South,Retail,LineC,HolidayPush,1497,1476,1245,2,6.8,14.45,1574.84,21789.13,2829.35,356.55,243.67,8466.0,-16752.7,-1.9788,14,5.77,61.19,0.0138,0.0022,3757,0,88,0.7133,24.3,8.38,False,0.0,2022-02-01,2022-01-01,2022,1568,0.7940051020403099,1295.25,1332.875,-0.06179351921627729,-0.06728010682319974,1.7999999999999998,0.16663489037178247,0.17611879787844326,False,3.0176706803070914
2022-02-28,8,P008,SKI_SKU_08,Skincare,Central,Retail,LineC,HolidayPush,1545,1490,1310,8,7.22,14.8,1010.43,22967.04,790.0,658.85,1078.77,9458.2,-16036.46,-1.6955,5,5.77,63.13,0.035,0.0066,4388,0,77,0.7572,2.1,6.23,False,0.0,2022-02-01,2022-01-01,2022,1568,0.8354591836729366,1286.0,1330.3333333333333,0.052208835341365445,0.1171982045830382,-0.6428571428571428,0.03170452688347769,0.17348175971642826,False,3.349618318053726
2022-03-07,9,P008,SKI_SKU_08,Skincare,South,E-commerce,LineC,None,926,898,889,0,6.51,14.87,1346.4,13904.26,1576.86,205.46,656.16,5787.39,-10555.35,-1.8239,6,3.63,34.79,0.03,0.0,2597,0,29,0.7341,24.6,6.22,False,0.0,2022-03-01,2022-01-01,2022,1568,0.5669642857139241,1192.75,1286.2,-0.32137404580152673,-0.388108731048191,0.19999999999999996,-0.44891493743069855,0.1820060910213896,False,2.9212598392336786
