Date,Product_ID,Product_Name,Category,Produced_Units,Good_Units,Sales_Units,Returned_Units,Price_per_Unit,Cost_per_Unit,Material_kg,Revenue,COGS,Expenses,Profit,Profit_Margin,Lead_Time_days,Downtime_hours,Efficiency_units_per_hour,Defect_Rate,Returns_Rate,Customer_Acquisition,Retention_Rate,NPS,Employee_Satisfaction,Week_Index,Weekly_Target,Target_Achieved,Rolling_4w_Sales,YoY_Sales_pct,MoM_Sales_pct,Rolling_4w_Eff,Month,Year
2023-05-08,P006,SKI_SKU_06,Skincare,941,917,892,19,6.53,3.05,281.359,5827.32,2930.42,1018.5,1878.4,0.3223,10,2.26,30.03,0.0249,0.0214,53,0.5964,48.4,7.74,18,808,1.103960396039604,852.0,,0.30409356725146197,31.590000000000003,2023-05-01,2023
2023-05-15,P006,SKI_SKU_06,Skincare,831,826,735,8,6.63,3.19,248.469,4875.12,2697.83,989.61,1187.68,0.2436,6,5.47,29.54,0.0059,0.0121,43,0.7706,20.7,8.36,19,808,0.9096534653465347,820.5,,-0.14634146341463417,29.6425,2023-05-01,2023
2023-05-22,P006,SKI_SKU_06,Skincare,810,805,794,18,6.34,3.13,242.19,5035.43,2587.39,871.75,1576.29,0.313,11,5.06,28.38,0.006,0.0234,38,0.7746,31.7,5.5,20,808,0.9826732673267327,823.25,,0.01404853128991057,29.525,2023-05-01,2023
2023-05-29,P006,SKI_SKU_06,Skincare,912,870,818,7,6.66,3.26,272.688,5444.47,3025.26,993.09,1426.12,0.2619,3,4.05,30.86,0.0452,0.0097,30,0.658,27.3,6.07,21,808,1.0123762376237624,809.75,,-0.06192660550458717,29.702499999999997,2023-05-01,2023
2023-06-05,P006,SKI_SKU_06,Skincare,790,772,698,7,7.06,3.23,236.21,4927.25,2596.64,866.47,1464.14,0.2972,1,7.17,29.9,0.0226,0.0102,43,0.7098,42.7,6.81,22,808,0.8638613861386139,761.25,,-0.21748878923766812,29.67,2023-06-01,2023
2023-06-12,P006,SKI_SKU_06,Skincare,768,744,648,2,6.13,3.22,229.632,3970.89,2515.25,857.35,598.29,0.1507,6,3.32,25.36,0.0303,0.0035,50,0.7802,30.8,6.69,23,808,0.801980198019802,739.5,,-0.11836734693877549,28.625,2023-06-01,2023
2023-06-19,P006,SKI_SKU_06,Skincare,857,849,746,10,6.58,3.24,256.243,4912.2,2830.73,832.74,1248.73,0.2542,4,1.45,26.66,0.0093,0.0147,37,0.7812,33.7,7.63,24,808,0.9232673267326733,727.5,,-0.06045340050377834,28.195,2023-06-01,2023
2023-06-26,P006,SKI_SKU_06,Skincare,542,537,517,15,6.3,3.19,162.058,3255.0,1761.68,769.8,723.51,0.2223,9,7.73,20.95,0.0089,0.0293,20,0.6533,43.9,6.94,25,808,0.6398514851485149,652.25,,-0.3679706601466992,25.7175,2023-06-01,2023
2023-07-03,P006,SKI_SKU_06,Skincare,668,654,622,19,6.38,3.09,199.732,3966.65,2101.05,958.38,907.21,0.2287,4,8.98,27.13,0.0197,0.0309,26,0.7023,46.5,7.52,26,808,0.7698019801980198,633.25,,-0.10888252148997135,25.025,2023-07-01,2023
2023-07-10,P006,SKI_SKU_06,Skincare,710,703,612,16,6.79,3.44,212.29,4155.39,2487.09,861.29,807.02,0.1942,5,4.17,24.13,0.0091,0.0264,32,0.5811,24.7,9.38,27,808,0.7574257425742574,624.25,,-0.05555555555555558,24.717499999999998,2023-07-01,2023
2023-07-17,P006,SKI_SKU_06,Skincare,981,964,953,35,6.78,3.45,293.319,6463.76,3439.37,933.87,2090.53,0.3234,9,4.15,33.31,0.0165,0.0378,61,0.6112,9.1,7.34,28,808,1.1794554455445545,676.0,,0.2774798927613942,26.38,2023-07-01,2023
2023-07-24,P006,SKI_SKU_06,Skincare,937,902,829,30,6.29,3.45,280.163,5214.44,3289.43,947.41,977.6,0.1875,2,2.46,30.09,0.0373,0.037,53,0.5938,17.0,5.74,29,808,1.025990099009901,754.0,,0.6034816247582204,28.665,2023-07-01,2023
2023-07-31,P006,SKI_SKU_06,Skincare,961,957,882,17,7.0,3.3,287.339,6171.48,3230.64,1093.48,1847.36,0.2993,6,9.12,39.26,0.0032,0.0194,38,0.697,32.9,7.85,30,808,1.0915841584158417,819.0,,0.41800643086816724,31.697499999999998,2023-07-01,2023
2023-08-07,P006,SKI_SKU_06,Skincare,906,884,786,8,6.92,3.06,270.894,5441.29,2829.08,801.05,1811.16,0.3329,4,4.49,31.12,0.0242,0.0107,28,0.6628,21.7,7.46,31,808,0.9727722772277227,862.5,,0.2843137254901962,33.445,2023-08-01,2023
2023-08-14,P006,SKI_SKU_06,Skincare,809,804,762,23,6.8,3.05,241.891,5181.99,2515.44,1105.12,1561.43,0.3013,6,4.85,28.14,0.006,0.0306,52,0.758,38.6,8.84,32,808,0.943069306930693,814.75,,-0.2004197271773347,32.152499999999996,2023-08-01,2023
2023-08-21,P006,SKI_SKU_06,Skincare,855,806,794,9,6.76,3.38,255.645,5367.86,2941.0,987.46,1439.41,0.2682,7,3.83,28.72,0.0568,0.0119,59,0.6805,29.2,7.59,33,808,0.9826732673267327,806.0,,-0.04221954161640529,31.81,2023-08-01,2023
2023-08-28,P006,SKI_SKU_06,Skincare,849,825,812,23,6.47,3.36,253.851,5252.62,2900.84,937.63,1414.15,0.2692,6,9.85,35.75,0.0272,0.029,22,0.6865,29.0,7.89,34,808,1.004950495049505,788.5,,-0.07936507936507942,30.9325,2023-08-01,2023
2023-09-04,P006,SKI_SKU_06,Skincare,914,896,805,24,6.78,3.26,273.286,5455.4,3029.75,1122.14,1303.5,0.2389,10,8.93,37.05,0.0194,0.0307,39,0.6167,27.2,7.06,35,808,0.9962871287128713,793.25,,0.024173027989821794,32.415,2023-09-01,2023
2023-09-11,P006,SKI_SKU_06,Skincare,668,644,577,7,6.85,3.1,199.732,3949.67,2113.17,822.94,1013.57,0.2566,4,6.41,24.57,0.0354,0.0134,29,0.6691,42.3,8.49,36,808,0.7141089108910891,747.0,,-0.2427821522309711,31.5225,2023-09-01,2023
2023-09-18,P006,SKI_SKU_06,Skincare,690,684,612,13,6.47,3.35,206.31,3957.19,2352.58,790.98,813.63,0.2056,13,4.1,23.39,0.0087,0.0228,22,0.6747,30.4,7.06,37,808,0.7574257425742574,701.5,,-0.22921914357682616,30.189999999999998,2023-09-01,2023
2023-09-25,P006,SKI_SKU_06,Skincare,794,769,745,4,6.59,3.28,237.406,4911.1,2650.64,930.62,1329.84,0.2708,11,5.35,28.11,0.0305,0.0062,40,0.6716,32.9,7.47,38,808,0.9220297029702971,684.75,,-0.08251231527093594,28.28,2023-09-01,2023
2023-10-02,P006,SKI_SKU_06,Skincare,631,606,580,8,6.8,3.12,188.669,3946.15,2005.35,794.36,1146.44,0.2905,5,5.04,22.09,0.0382,0.014,20,0.7795,18.5,7.98,39,808,0.7178217821782178,628.5,,-0.2795031055900621,24.54,2023-10-01,2023
2023-10-09,P006,SKI_SKU_06,Skincare,900,893,873,7,6.27,3.44,269.1,5477.72,3152.27,1063.41,1262.04,0.2304,9,2.46,28.9,0.0069,0.0081,28,0.8166,42.7,6.7,40,808,1.0804455445544554,702.5,,0.5129982668977469,25.622500000000002,2023-10-01,2023
2023-10-16,P006,SKI_SKU_06,Skincare,890,878,795,6,7.04,3.18,266.11,5595.93,2882.63,960.36,1752.93,0.3133,8,8.46,35.4,0.013,0.0078,48,0.7723,31.7,7.54,41,808,0.9839108910891089,748.25,,0.2990196078431373,28.624999999999996,2023-10-01,2023
2023-10-23,P006,SKI_SKU_06,Skincare,897,871,760,18,6.6,3.4,268.203,5015.88,3099.82,898.0,1018.06,0.203,8,4.32,30.63,0.028,0.0244,24,0.75,30.5,5.55,42,808,0.9405940594059405,752.0,,0.020134228187919545,29.254999999999995,2023-10-01,2023
2023-10-30,P006,SKI_SKU_06,Skincare,837,803,773,7,6.49,3.42,250.263,5019.32,2908.56,855.66,1255.09,0.2501,9,5.76,30.07,0.0405,0.0094,16,0.7403,9.4,7.77,43,808,0.9566831683168316,800.25,,0.3327586206896551,31.25,2023-10-01,2023
2023-11-06,P006,SKI_SKU_06,Skincare,848,822,817,22,6.46,3.05,253.552,5280.31,2639.56,767.44,1873.32,0.3548,7,1.59,26.49,0.0295,0.0278,38,0.6453,24.9,7.19,44,808,1.011138613861386,786.25,,-0.06414662084765177,30.647499999999997,2023-11-01,2023
2023-11-13,P006,SKI_SKU_06,Skincare,1010,981,857,12,6.61,3.13,301.99,5668.21,3224.19,985.13,1458.88,0.2574,3,1.41,31.38,0.0281,0.0151,25,0.7697,39.4,7.13,45,808,1.0606435643564356,801.75,,0.07798742138364778,29.6425,2023-11-01,2023
2023-11-20,P006,SKI_SKU_06,Skincare,919,897,829,17,6.66,3.22,274.781,5521.49,3011.48,1142.9,1367.12,0.2476,2,3.61,30.64,0.023,0.0209,55,0.7473,39.3,6.76,46,808,1.025990099009901,819.0,,0.09078947368421053,29.645,2023-11-01,2023
2023-11-27,P006,SKI_SKU_06,Skincare,920,895,851,8,6.38,3.35,275.08,5433.11,3139.11,859.06,1434.93,0.2641,4,4.08,31.17,0.0271,0.0094,17,0.6507,36.5,6.97,47,808,1.0532178217821782,838.5,,0.10090556274256146,29.919999999999998,2023-11-01,2023
2023-12-04,P006,SKI_SKU_06,Skincare,864,859,769,31,6.24,3.13,258.336,4798.53,2754.55,1028.61,1015.37,0.2116,11,0.35,25.98,0.0055,0.0411,27,0.6484,41.4,6.92,48,808,0.9517326732673267,826.5,,-0.05875152998776012,29.7925,2023-12-01,2023
2023-12-11,P006,SKI_SKU_06,Skincare,1035,987,955,27,6.45,3.24,309.465,6155.76,3418.98,1105.07,1631.71,0.2651,7,4.81,35.95,0.046,0.0289,69,0.6784,37.5,7.94,49,808,1.181930693069307,851.0,,0.1143523920653442,30.935000000000002,2023-12-01,2023
2023-12-18,P006,SKI_SKU_06,Skincare,894,877,768,11,6.58,3.23,267.306,5050.36,2939.27,1090.5,1020.59,0.2021,6,0.44,26.96,0.0181,0.0148,25,0.8275,50.7,7.31,50,808,0.9504950495049505,835.75,,-0.0735826296743064,30.015,2023-12-01,2023
2023-12-25,P006,SKI_SKU_06,Skincare,954,954,823,22,6.25,3.28,285.246,5146.53,3183.05,949.1,1014.38,0.1971,2,3.67,31.87,0.0,0.0279,20,0.7554,47.8,7.08,51,808,1.0185643564356435,828.75,,-0.03290246768507643,30.19,2023-12-01,2023
2024-01-01,P006,SKI_SKU_06,Skincare,801,801,751,16,6.17,3.24,239.499,4634.41,2644.54,1020.71,969.16,0.2091,4,8.57,32.0,0.0,0.0218,19,0.7271,42.2,6.84,52,808,0.9294554455445545,824.25,-0.1618303571428571,-0.023407022106632036,31.695,2024-01-01,2024
2024-01-08,P006,SKI_SKU_06,Skincare,585,567,484,11,6.43,3.19,174.915,3113.16,1903.89,757.88,451.4,0.145,3,7.52,22.43,0.0292,0.0237,19,0.698,23.8,8.45,53,808,0.599009900990099,706.5,-0.1865546218487395,-0.49319371727748695,28.314999999999998,2024-01-01,2024
2024-01-15,P006,SKI_SKU_06,Skincare,1028,989,851,19,6.46,3.19,307.372,5500.98,3342.33,1014.11,1144.53,0.2081,7,5.09,36.06,0.0378,0.0234,62,0.815,45.8,7.19,54,808,1.0532178217821782,727.25,0.29331306990881467,0.10807291666666674,30.589999999999996,2024-01-01,2024
2024-01-22,P006,SKI_SKU_06,Skincare,769,766,730,8,6.63,3.11,229.931,4837.24,2437.43,787.22,1612.59,0.3334,4,1.93,24.29,0.0031,0.011,55,0.6692,35.9,5.64,55,808,0.9034653465346535,704.0,-0.08635794743429281,-0.1130012150668287,28.695,2024-01-01,2024
2024-01-29,P006,SKI_SKU_06,Skincare,789,768,696,8,6.58,3.19,235.911,4578.52,2566.21,806.46,1205.86,0.2634,5,7.94,30.75,0.0257,0.0127,30,0.616,44.3,7.8,56,808,0.8613861386138614,690.25,0.10828025477707004,-0.07323568575233019,28.3825,2024-01-01,2024
2024-02-05,P006,SKI_SKU_06,Skincare,941,933,887,15,6.2,3.46,281.359,5498.97,3311.73,1106.08,1081.15,0.1966,8,6.33,34.5,0.0077,0.0177,54,0.7069,32.7,6.98,57,808,1.0977722772277227,791.0,0.45888157894736836,0.8326446280991735,31.4,2024-02-01,2024
2024-02-12,P006,SKI_SKU_06,Skincare,763,755,677,20,6.14,3.21,228.137,4160.04,2495.13,754.08,910.83,0.2189,11,3.65,25.47,0.0099,0.0299,41,0.7153,33.7,6.54,58,808,0.8378712871287128,747.5,0.0014792899408284654,-0.20446533490011753,28.752499999999998,2024-02-01,2024
2024-02-19,P006,SKI_SKU_06,Skincare,729,714,656,13,6.23,3.21,217.971,4084.43,2381.18,896.43,806.82,0.1975,1,4.25,24.84,0.0193,0.0201,43,0.8463,40.0,6.62,59,808,0.8118811881188119,729.0,0.0,-0.10136986301369866,28.89,2024-02-01,2024
2024-02-26,P006,SKI_SKU_06,Skincare,743,726,676,20,6.64,3.16,222.157,4487.63,2389.27,806.86,1291.5,0.2878,2,3.67,24.82,0.0216,0.031,15,0.7295,42.9,6.43,60,808,0.8366336633663366,724.0,0.11551155115511547,-0.028735632183908066,27.4075,2024-02-01,2024
2024-03-04,P006,SKI_SKU_06,Skincare,905,892,808,7,6.66,3.45,270.595,5379.27,3171.95,794.85,1412.46,0.2626,5,8.7,36.35,0.0137,0.0088,40,0.706,5.2,7.4,61,808,1.0,704.25,0.015075376884422065,-0.08906426155580605,27.87,2024-03-01,2024
2024-03-11,P006,SKI_SKU_06,Skincare,664,659,639,12,6.48,3.4,198.536,4139.31,2299.14,830.66,1009.51,0.2439,2,4.19,22.57,0.0069,0.0194,33,0.729,39.1,6.44,62,808,0.7908415841584159,694.75,-0.1198347107438017,-0.056129985228951296,27.145000000000003,2024-03-01,2024
2024-03-18,P006,SKI_SKU_06,Skincare,860,834,795,24,6.27,3.05,257.14,4980.85,2674.94,906.25,1399.65,0.281,5,3.65,28.72,0.0299,0.0312,32,0.6202,32.8,6.82,63,808,0.9839108910891089,729.5,-0.12924424972617743,0.21189024390243905,28.115000000000002,2024-03-01,2024
2024-03-25,P006,SKI_SKU_06,Skincare,818,818,727,18,6.84,3.24,244.582,4973.11,2701.22,997.24,1274.65,0.2563,6,1.91,25.81,0.0,0.0253,46,0.6517,24.0,7.69,64,808,0.8997524752475248,742.25,0.14668769716088326,0.07544378698224863,28.3625,2024-03-01,2024
2024-04-01,P006,SKI_SKU_06,Skincare,828,818,751,21,6.68,3.34,247.572,5017.61,2811.66,757.33,1448.63,0.2887,9,5.82,29.8,0.011,0.0281,29,0.6321,40.6,8.11,65,808,0.9294554455445545,728.0,-0.10807600950118768,-0.0705445544554455,26.725,2024-04-01,2024
2024-04-08,P006,SKI_SKU_06,Skincare,852,835,802,10,6.33,3.46,254.748,5078.85,3001.7,824.12,1253.03,0.2467,4,6.09,30.97,0.0197,0.0127,43,0.6473,27.0,7.5,66,808,0.9925742574257426,768.75,0.17251461988304095,0.25508607198748035,28.825000000000003,2024-04-01,2024
2024-04-15,P006,SKI_SKU_06,Skincare,963,926,810,13,6.55,3.27,287.937,5302.79,3210.26,1134.54,957.98,0.1807,11,3.57,32.07,0.0377,0.0164,35,0.6072,45.9,8.62,67,808,1.0024752475247525,772.5,-0.059233449477351874,0.018867924528301883,29.6625,2024-04-01,2024
2024-04-22,P006,SKI_SKU_06,Skincare,839,825,726,11,6.34,3.27,250.861,4604.65,2789.85,735.06,1079.75,0.2345,7,6.42,30.87,0.0166,0.016,26,0.7001,62.5,7.67,68,808,0.8985148514851485,772.25,-0.07279693486590033,-0.0013755158184318717,30.927500000000002,2024-04-01,2024
2024-04-29,P006,SKI_SKU_06,Skincare,927,910,877,15,6.75,3.28,277.173,5919.58,3098.9,1123.2,1697.48,0.2868,5,6.42,34.1,0.0179,0.0172,56,0.6399,31.0,6.72,69,808,1.0853960396039604,803.75,0.005733944954128489,0.16777629826897478,32.0025,2024-04-01,2024
2024-05-06,P006,SKI_SKU_06,Skincare,962,962,866,28,6.75,3.13,287.638,5847.59,3070.8,994.58,1782.21,0.3048,5,8.27,37.97,0.0,0.0331,58,0.7428,61.2,5.65,70,808,1.0717821782178218,819.75,-0.029147982062780242,0.07980049875311712,33.7525,2024-05-01,2024
2024-05-13,P006,SKI_SKU_06,Skincare,1001,984,859,9,6.88,3.41,299.299,5909.93,3471.22,1205.71,1232.99,0.2086,9,6.78,37.33,0.0169,0.0109,32,0.6618,34.2,8.2,71,808,1.063118811881188,832.0,0.16870748299319738,0.060493827160493785,35.067499999999995,2024-05-01,2024
2024-05-20,P006,SKI_SKU_06,Skincare,974,922,913,19,6.93,3.25,291.226,6327.18,3224.12,851.14,2251.92,0.3559,7,1.49,30.33,0.0533,0.0211,48,0.6617,18.9,6.79,72,808,1.129950495049505,878.75,0.14987405541561705,0.25757575757575757,34.9325,2024-05-01,2024
2024-05-27,P006,SKI_SKU_06,Skincare,985,970,952,11,6.6,3.16,294.515,6280.07,3170.91,906.26,2202.9,0.3508,5,2.32,31.49,0.0152,0.0116,53,0.7852,20.1,5.31,73,808,1.1782178217821782,897.5,0.1638141809290954,0.08551881413911055,34.28,2024-05-01,2024
2024-06-03,P006,SKI_SKU_06,Skincare,658,637,615,8,6.79,3.08,196.742,4175.55,2069.06,946.08,1160.42,0.2779,7,6.93,24.67,0.0308,0.0142,38,0.6462,24.1,7.46,74,808,0.7611386138613861,834.75,-0.11891117478510027,-0.289838337182448,30.955,2024-06-01,2024
2024-06-10,P006,SKI_SKU_06,Skincare,967,950,827,17,6.48,3.4,289.133,5355.65,3347.66,767.87,1240.12,0.2316,9,4.88,33.67,0.0167,0.0211,24,0.64,56.3,5.69,75,808,1.0235148514851484,826.75,0.2762345679012346,-0.03725261932479629,30.04,2024-06-01,2024
2024-06-17,P006,SKI_SKU_06,Skincare,833,808,697,9,6.55,3.33,249.067,4568.35,2825.42,1008.07,734.85,0.1609,13,6.97,31.28,0.0297,0.0135,45,0.6804,18.0,6.43,76,808,0.8626237623762376,772.75,-0.06568364611260058,-0.2365826944140197,30.2775,2024-06-01,2024
2024-06-24,P006,SKI_SKU_06,Skincare,702,682,630,22,6.34,3.12,209.898,3994.84,2231.42,797.47,965.95,0.2418,3,0.0,20.89,0.0282,0.0358,40,0.7458,44.1,7.63,77,808,0.7797029702970297,692.25,0.21856866537717612,-0.3382352941176471,27.6275,2024-06-01,2024
2024-07-01,P006,SKI_SKU_06,Skincare,722,712,663,9,6.82,3.11,215.878,4522.25,2285.86,747.2,1489.19,0.3293,15,10.43,31.16,0.0126,0.0141,52,0.7196,14.2,6.99,78,808,0.8205445544554455,704.25,0.06591639871382626,0.07804878048780495,29.25,2024-07-01,2024
2024-07-08,P006,SKI_SKU_06,Skincare,856,832,749,21,6.98,3.41,255.944,5224.39,2972.48,965.37,1286.55,0.2463,2,5.28,30.23,0.0271,0.0289,29,0.6875,45.9,6.9,79,808,0.926980198019802,684.75,0.2238562091503269,-0.09431680773881501,28.39,2024-07-01,2024
2024-07-15,P006,SKI_SKU_06,Skincare,744,730,643,3,6.27,3.3,222.456,4030.73,2501.86,836.02,692.86,0.1719,8,5.32,26.31,0.018,0.0051,46,0.6325,31.0,6.95,80,808,0.7957920792079208,671.25,-0.3252885624344176,-0.07747489239598282,27.1475,2024-07-01,2024
2024-07-22,P006,SKI_SKU_06,Skincare,928,901,887,0,6.11,3.05,277.472,5421.84,2888.12,862.23,1671.49,0.3083,7,5.67,33.23,0.0285,0.0,23,0.6551,23.3,7.47,81,808,1.0977722772277227,735.5,0.0699638118214716,0.40793650793650804,30.232499999999998,2024-07-01,2024
2024-07-29,P006,SKI_SKU_06,Skincare,879,851,759,8,6.99,3.11,262.821,5303.01,2784.71,848.63,1669.67,0.3149,6,6.48,32.42,0.0314,0.0109,40,0.7085,37.3,8.41,82,808,0.9393564356435643,759.5,-0.1394557823129252,0.14479638009049767,30.5475,2024-07-01,2024
2024-08-05,P006,SKI_SKU_06,Skincare,953,921,852,6,6.85,3.27,284.947,5832.37,3172.65,920.92,1738.8,0.2981,1,4.62,32.89,0.0327,0.0082,30,0.7053,24.1,6.71,83,808,1.0544554455445545,785.25,0.08396946564885499,0.13751668891855817,31.2125,2024-08-01,2024
2024-08-12,P006,SKI_SKU_06,Skincare,940,920,901,5,7.05,3.16,281.06,6348.06,3030.28,907.46,2410.33,0.3797,11,7.23,35.65,0.0204,0.0058,41,0.7587,46.2,9.09,84,808,1.11509900990099,849.75,0.1824146981627297,0.40124416796267504,33.5475,2024-08-01,2024
2024-08-19,P006,SKI_SKU_06,Skincare,1039,1024,976,14,6.32,3.14,310.661,6165.98,3326.5,877.97,1961.51,0.3181,11,5.18,36.56,0.0143,0.0152,41,0.7177,33.7,8.4,85,808,1.2079207920792079,872.0,0.22921914357682627,0.10033821871476878,34.38,2024-08-01,2024
2024-08-26,P006,SKI_SKU_06,Skincare,681,665,597,6,6.35,3.26,203.619,3791.27,2262.91,774.39,753.98,0.1989,7,6.61,25.23,0.0228,0.0101,17,0.7434,29.1,8.9,86,808,0.7388613861386139,831.5,-0.2647783251231527,-0.2134387351778656,32.5825,2024-08-01,2024
2024-09-02,P006,SKI_SKU_06,Skincare,751,739,630,10,6.79,3.08,224.549,4278.3,2357.95,959.83,960.52,0.2245,8,5.44,26.67,0.0147,0.0171,31,0.7191,43.1,7.75,87,808,0.7797029702970297,776.0,-0.21739130434782605,-0.2605633802816901,31.0275,2024-09-01,2024
2024-09-09,P006,SKI_SKU_06,Skincare,731,706,656,12,6.99,3.22,218.569,4585.05,2394.18,929.82,1261.05,0.275,12,4.9,25.47,0.033,0.0197,43,0.6698,31.2,8.55,88,808,0.8118811881188119,714.75,0.13691507798960134,-0.2719200887902331,28.4825,2024-09-01,2024
2024-09-16,P006,SKI_SKU_06,Skincare,919,894,796,12,6.32,3.43,274.781,5032.48,3203.13,1045.39,783.96,0.1558,2,4.42,31.5,0.0265,0.0156,42,0.669,58.1,7.88,89,808,0.9851485148514851,669.75,0.30065359477124187,-0.18442622950819676,27.2175,2024-09-01,2024
2024-09-23,P006,SKI_SKU_06,Skincare,801,785,719,6,6.59,3.15,239.499,4740.48,2571.58,798.19,1370.71,0.2891,1,2.98,26.16,0.0196,0.0086,17,0.7036,25.0,8.55,90,808,0.8898514851485149,700.25,-0.03489932885906044,0.204355108877722,27.450000000000003,2024-09-01,2024
2024-09-30,P006,SKI_SKU_06,Skincare,962,914,828,5,6.58,3.4,287.638,5444.5,3332.02,1105.59,1006.89,0.1849,11,4.35,32.89,0.0498,0.0069,25,0.7206,18.5,6.97,91,808,1.0247524752475248,749.75,0.4275862068965517,0.3142857142857143,29.005000000000003,2024-09-01,2024
2024-10-07,P006,SKI_SKU_06,Skincare,862,854,754,5,6.39,3.18,257.738,4820.42,2795.85,794.88,1229.68,0.2551,8,5.7,30.89,0.0092,0.0071,24,0.705,23.5,7.62,92,808,0.9331683168316832,774.25,-0.13631156930125998,0.14939024390243905,30.36,2024-10-01,2024
2024-10-14,P006,SKI_SKU_06,Skincare,805,800,785,25,6.4,3.28,240.695,5025.88,2685.02,783.4,1557.47,0.3099,8,5.37,28.51,0.0051,0.0327,47,0.8086,34.8,6.66,93,808,0.9715346534653465,771.5,-0.012578616352201255,-0.013819095477386911,29.6125,2024-10-01,2024
2024-10-21,P006,SKI_SKU_06,Skincare,862,833,765,18,6.84,3.19,257.738,5235.27,2799.88,1066.45,1368.93,0.2615,5,1.56,26.91,0.0329,0.0236,27,0.7801,12.5,7.41,94,808,0.9467821782178217,783.0,0.006578947368421018,0.06397774687065372,29.799999999999997,2024-10-01,2024
2024-10-28,P006,SKI_SKU_06,Skincare,735,726,720,13,6.11,3.29,219.765,4399.44,2465.65,874.38,1059.41,0.2408,8,5.88,26.52,0.0122,0.0185,52,0.7149,23.2,8.23,95,808,0.8910891089108911,756.0,-0.06856403622250973,-0.13043478260869568,28.207500000000003,2024-10-01,2024
2024-11-04,P006,SKI_SKU_06,Skincare,1006,1006,920,7,7.04,3.09,300.794,6478.67,3165.16,1242.17,2071.33,0.3197,4,3.83,33.79,0.0,0.0084,44,0.5811,43.3,7.57,96,808,1.1386138613861385,797.5,0.12607099143206857,0.22015915119363405,28.932499999999997,2024-11-01,2024
2024-11-11,P006,SKI_SKU_06,Skincare,704,703,691,7,6.19,3.31,210.496,4280.06,2370.82,757.05,1152.18,0.2692,6,1.49,21.92,0.001,0.0106,35,0.6891,54.3,6.82,97,808,0.8551980198019802,774.0,-0.19369894982497082,-0.11974522292993628,27.285,2024-11-01,2024
2024-11-18,P006,SKI_SKU_06,Skincare,930,904,799,13,7.04,3.17,278.07,5624.39,3000.8,1156.59,1466.99,0.2608,8,5.35,32.92,0.027,0.0173,18,0.7351,33.4,8.85,98,808,0.9888613861386139,782.5,-0.03618817852834744,0.04444444444444451,28.787499999999998,2024-11-01,2024
2024-11-25,P006,SKI_SKU_06,Skincare,880,854,794,4,6.32,3.25,263.12,5020.56,2916.62,1057.65,1046.29,0.2084,6,3.18,28.93,0.0291,0.0052,49,0.6504,31.9,6.41,99,808,0.9826732673267327,801.0,-0.06698002350176269,0.10277777777777786,29.39,2024-11-01,2024
2024-12-02,P006,SKI_SKU_06,Skincare,902,902,879,19,6.24,3.34,269.698,5481.27,3069.88,1121.33,1290.06,0.2354,4,6.58,33.38,0.0,0.0218,40,0.6378,39.5,7.18,100,808,1.0878712871287128,790.75,0.14304291287386217,-0.04456521739130437,29.2875,2024-12-01,2024
2024-12-09,P006,SKI_SKU_06,Skincare,1199,1162,1005,32,6.17,3.38,358.501,6199.51,4121.41,973.56,1104.54,0.1782,6,8.49,47.75,0.0308,0.0328,26,0.7526,33.7,8.25,101,808,1.243811881188119,869.25,0.05235602094240832,0.4544138929088277,35.745000000000005,2024-12-01,2024
2024-12-16,P006,SKI_SKU_06,Skincare,1085,1085,1064,0,7.06,3.26,324.415,7511.42,3597.03,969.37,2945.01,0.3921,11,1.67,33.98,0.0,0.0,54,0.7178,36.7,7.77,102,808,1.316831683168317,935.5,0.38541666666666674,0.3316645807259073,36.01,2024-12-01,2024
2024-12-23,P006,SKI_SKU_06,Skincare,1107,1091,1068,18,7.04,3.41,330.993,7517.13,3843.12,1345.88,2328.13,0.3097,6,6.21,40.41,0.0138,0.0174,78,0.8259,37.2,6.63,103,808,1.3217821782178218,1004.0,0.2976913730255164,0.34508816120906793,38.879999999999995,2024-12-01,2024
2024-12-30,P006,SKI_SKU_06,Skincare,971,951,876,12,6.25,3.13,290.329,5476.73,3098.41,1146.85,1231.47,0.2249,14,8.37,38.49,0.0206,0.0146,25,0.6519,37.3,5.8,104,808,1.0841584158415842,1003.25,0.16644474034620504,-0.0034129692832765013,40.1575,2024-12-01,2024
2023-01-02,P007,SKI_SKU_07,Skincare,893,862,752,31,11.96,7.45,270.579,8996.86,6707.9,1419.49,869.47,0.0966,8,0.77,27.2,0.0346,0.0414,24,0.6418,14.3,7.79,0,973,0.7728674203494348,752.0,,,27.2,2023-01-01,2023
2023-01-09,P007,SKI_SKU_07,Skincare,795,764,692,6,12.96,7.88,240.885,8965.61,6315.03,1339.55,1311.03,0.1462,9,3.21,26.16,0.0387,0.0088,28,0.6874,24.3,6.57,1,973,0.71120246659815,722.0,,,26.68,2023-01-01,2023
2023-01-16,P007,SKI_SKU_07,Skincare,801,789,708,7,11.73,7.55,242.703,8303.96,6094.82,1012.98,1196.17,0.144,3,6.27,29.31,0.0146,0.0107,32,0.6765,29.6,7.21,2,973,0.7276464542651593,717.3333333333334,,,27.55666666666667,2023-01-01,2023
