Date,Week_Index,Product_ID,Product_Name,Category,Region,Channel,Production_Line,Campaign,Produced_Units,Good_Units,Sales_Units,Returned_Units,Price_per_Unit,Cost_per_Unit,Raw_Material_Cost,COGS,Marketing_Spend,Logistics_Cost,Other_Expenses,Revenue,Profit,Profit_Margin,Lead_Time_days,Downtime_hours,Efficiency_u_per_h,Defect_Rate,Returns_Rate,Inventory,Backorder,Acquisition_Rate,Retention_Rate,NPS,Employee_Satisfaction,On_Promo,Promo_Discount
2023-09-11,88,P006,MAK_SKU_06,Makeup,West,E-commerce,LineB,None,2122,2099,1895,44,58.23,19.8,598.4,42075.44,3449.3,2218.08,745.87,110345.85,61857.16,0.5606,1,9.62,102.91,0.0107,0.0233,2181,0,157,0.6913,43.1,7.51,False,0.0
2023-09-18,89,P006,MAK_SKU_06,Makeup,North,Retail,LineA,None,1581,1581,1274,30,59.42,19.16,271.93,30319.15,2534.14,3797.08,887.26,75701.08,38163.45,0.5041,8,5.73,64.49,0.0,0.0243,4471,0,62,0.6511,19.2,6.9,False,0.0
2023-09-25,90,P006,MAK_SKU_06,Makeup,Central,Retail,LineB,None,1788,1735,1724,17,61.68,18.93,332.57,33880.1,3095.11,3682.79,979.48,106336.32,64698.84,0.6084,5,3.97,68.07,0.0293,0.0103,4623,0,149,0.64,47.2,7.49,False,0.0
2023-10-02,91,P006,MAK_SKU_06,Makeup,South,Retail,LineB,None,1559,1517,1463,1,60.65,18.56,283.74,28963.41,2437.43,6762.13,1016.12,88730.95,49551.86,0.5585,3,5.4,62.77,0.0265,0.0011,2593,0,87,0.7527,31.9,6.84,False,0.0
2023-10-09,92,P006,MAK_SKU_06,Makeup,North,E-commerce,LineA,None,1774,1726,1820,9,60.29,20.15,420.44,35788.14,2789.13,5800.03,720.77,109727.8,64629.73,0.589,4,3.72,66.9,0.0268,0.0055,2490,47,162,0.7305,43.4,8.32,False,0.0
2023-10-16,93,P006,MAK_SKU_06,Makeup,South,E-commerce,LineC,None,1965,1928,3090,52,38.19,19.69,483.39,38739.19,4712.34,6401.32,904.93,118007.1,67249.32,0.5699,12,3.97,74.81,0.0186,0.0169,732,596,203,0.7589,0.8,7.0,True,0.34
2023-10-23,94,P006,MAK_SKU_06,Makeup,North,E-commerce,LineC,HolidayPush,1190,1189,1313,4,61.37,19.94,192.78,23747.88,2746.03,5081.16,808.73,80578.81,48195.01,0.5981,11,4.16,45.63,0.0003,0.0035,3101,68,90,0.7281,37.6,7.22,False,0.0
2023-10-30,95,P006,MAK_SKU_06,Makeup,East,E-commerce,LineB,HolidayPush,1616,1543,1515,21,58.06,18.87,245.63,30518.48,2446.0,3808.65,330.47,87960.9,50857.3,0.5782,1,5.15,64.41,0.0448,0.0143,3201,0,62,0.6724,24.0,7.8,False,0.0
2023-11-06,96,P006,MAK_SKU_06,Makeup,South,Retail,LineB,None,1998,1946,2413,15,46.0,20.97,293.71,41927.43,775.0,8637.03,1197.83,110998.0,58460.71,0.5267,8,4.23,76.81,0.0257,0.0065,2184,215,141,0.6058,16.7,8.03,True,0.21
2023-11-13,97,P006,MAK_SKU_06,Makeup,South,E-commerce,LineB,None,2104,2034,2818,36,44.93,19.83,431.32,41765.45,4223.86,7879.42,515.64,126612.74,72228.37,0.5705,6,2.12,74.81,0.0331,0.013,3600,399,99,0.5981,9.0,8.64,True,0.27
2023-11-20,98,P006,MAK_SKU_06,Makeup,East,Retail,LineC,None,2236,2192,1926,44,60.59,20.17,583.6,45158.48,1487.12,8783.81,973.53,116696.34,60293.4,0.5167,7,8.85,104.55,0.0194,0.0232,2664,0,133,0.7162,18.4,8.06,False,0.0
2023-11-27,99,P006,MAK_SKU_06,Makeup,East,E-commerce,LineB,SummerSale,2473,2338,2069,19,57.56,19.95,553.95,49391.75,2399.67,9012.37,784.44,119091.64,57503.41,0.4829,6,9.38,118.56,0.0545,0.0096,4817,0,66,0.6418,29.1,6.92,False,0.0
2023-12-04,100,P006,MAK_SKU_06,Makeup,North,E-commerce,LineC,None,2835,2756,2580,4,56.64,20.69,657.72,58721.92,944.7,5849.75,967.69,146131.2,79647.14,0.545,6,6.62,120.02,0.0276,0.0016,3457,0,145,0.7333,18.0,7.34,False,0.0
2023-12-11,101,P006,MAK_SKU_06,Makeup,West,Retail,LineA,None,2359,2338,2200,0,63.49,20.74,339.7,48959.63,2749.7,7858.26,775.99,139678.0,79334.42,0.568,5,4.02,89.97,0.0085,0.0,2433,0,170,0.5694,27.0,7.41,False,0.0
2023-12-18,102,P006,MAK_SKU_06,Makeup,East,E-commerce,LineB,HolidayPush,1920,1898,2030,35,57.0,20.66,410.88,39708.29,455.54,2707.44,894.52,115710.0,71944.21,0.6218,1,3.5,71.8,0.0112,0.0176,3602,65,173,0.635,43.0,7.08,False,0.0
2023-12-25,103,P006,MAK_SKU_06,Makeup,West,E-commerce,LineC,None,1959,1934,1890,34,59.65,19.44,370.25,38119.99,2670.74,7598.24,888.33,112738.5,63461.2,0.5629,6,9.07,92.52,0.0124,0.0184,2633,0,160,0.7726,35.7,6.39,False,0.0
2024-01-01,104,P006,MAK_SKU_06,Makeup,East,Wholesale,LineA,None,1947,1902,1700,0,59.09,18.68,397.19,36409.68,382.68,2679.84,801.78,100453.0,60179.02,0.5991,6,8.49,89.51,0.0228,0.0,3150,0,75,0.6323,23.3,6.92,False,0.0
2024-01-08,105,P006,MAK_SKU_06,Makeup,South,E-commerce,LineC,None,2412,2380,2613,11,60.83,20.34,349.74,49095.05,1665.94,7147.24,669.45,158948.79,100371.11,0.6315,8,5.69,98.25,0.0129,0.0043,2361,102,170,0.6923,31.1,7.52,False,0.0
2024-01-15,106,P006,MAK_SKU_06,Makeup,Central,E-commerce,LineB,None,2168,2095,2268,11,59.72,19.89,375.06,43159.03,3209.34,7619.41,541.21,135444.96,80915.97,0.5974,1,11.06,113.04,0.0334,0.0052,4064,90,140,0.7571,45.0,6.65,False,0.0
2024-01-22,107,P006,MAK_SKU_06,Makeup,West,E-commerce,LineB,None,1658,1590,1537,12,59.21,19.53,288.49,32409.59,3206.36,2455.91,405.9,91005.77,52528.01,0.5772,8,9.12,78.5,0.0405,0.0082,3127,0,87,0.6111,26.2,7.2,False,0.0
2024-01-29,108,P006,MAK_SKU_06,Makeup,North,Retail,LineB,None,2152,2127,1731,19,59.85,19.48,340.02,41954.96,1288.63,4958.18,231.71,103600.35,55166.87,0.5325,10,2.41,77.34,0.0115,0.0112,3045,0,132,0.8178,31.9,6.33,False,0.0
2024-02-05,109,P006,MAK_SKU_06,Makeup,North,Retail,LineB,None,1875,1832,1531,39,59.98,20.64,273.75,38727.38,674.83,4123.37,1189.51,91829.38,47114.29,0.5131,9,4.44,72.67,0.0224,0.0255,3034,0,69,0.6565,71.4,6.58,False,0.0
2024-02-12,110,P006,MAK_SKU_06,Makeup,West,E-commerce,LineC,SummerSale,1899,1880,2104,42,57.35,19.1,235.48,36294.45,3457.67,8504.2,290.67,120664.4,72117.41,0.5977,7,5.06,75.43,0.0095,0.0201,2172,119,102,0.7064,40.4,6.8,True,0.1
2024-02-19,111,P006,MAK_SKU_06,Makeup,East,Retail,LineB,SummerSale,1639,1574,1384,0,61.68,20.37,299.94,33416.42,1848.51,6504.9,349.02,85365.12,43246.27,0.5066,9,1.7,57.43,0.0393,0.0,2167,0,97,0.6514,17.2,7.24,False,0.0
2024-02-26,112,P006,MAK_SKU_06,Makeup,North,E-commerce,LineA,SummerSale,1336,1324,1244,14,63.29,20.95,253.84,28014.58,3331.09,4603.18,968.24,78732.76,41815.67,0.5311,5,9.07,63.09,0.0089,0.0116,2978,0,102,0.6729,41.4,7.3,False,0.0
2024-03-04,113,P006,MAK_SKU_06,Makeup,North,Wholesale,LineC,None,1635,1607,1702,45,52.3,20.8,338.44,34041.84,4811.05,3346.05,1011.91,89014.6,45803.75,0.5146,5,11.65,87.93,0.0168,0.027,3198,48,144,0.6746,42.2,8.56,True,0.15
2024-03-11,114,P006,MAK_SKU_06,Makeup,West,E-commerce,LineC,SummerSale,1958,1910,2965,16,40.94,20.02,323.07,39231.47,556.26,6614.46,489.06,121387.1,74495.85,0.6137,8,5.95,80.61,0.0242,0.0057,2063,518,253,0.7092,5.2,6.35,True,0.33
2024-03-18,115,P006,MAK_SKU_06,Makeup,West,E-commerce,LineA,None,1668,1648,1662,29,62.75,20.54,285.23,34289.24,2995.04,4067.88,672.41,104290.5,62265.93,0.597,1,4.06,63.72,0.0118,0.0176,2655,8,143,0.7413,41.7,6.63,False,0.0
2024-03-25,116,P006,MAK_SKU_06,Makeup,East,E-commerce,LineA,None,2311,2311,2478,85,58.84,18.56,291.19,42921.28,1353.33,10197.26,744.73,145805.52,90588.92,0.6213,4,4.82,90.89,0.0,0.0345,3504,106,94,0.7388,22.1,6.57,False,0.0
2024-04-01,117,P006,MAK_SKU_06,Makeup,West,Retail,LineA,None,1670,1606,1297,24,59.84,19.84,380.76,33170.88,3250.64,5734.39,799.84,77612.48,34656.73,0.4465,10,8.19,75.74,0.038,0.0185,2806,0,109,0.7143,29.8,5.04,False,0.0
2024-04-08,118,P006,MAK_SKU_06,Makeup,Central,E-commerce,LineA,None,2448,2397,2429,56,62.75,19.55,509.18,47909.32,2515.82,3739.26,1014.9,152419.75,97240.45,0.638,4,2.69,88.86,0.0206,0.0233,3414,13,154,0.8194,43.1,8.6,False,0.0
2024-04-15,119,P006,MAK_SKU_06,Makeup,Central,E-commerce,LineB,None,1825,1804,1975,0,60.35,20.15,359.53,36809.7,1392.59,5234.59,740.77,119191.25,75013.6,0.6294,8,5.38,73.4,0.0113,0.0,3422,92,169,0.6874,18.6,7.09,False,0.0
2024-04-22,120,P006,MAK_SKU_06,Makeup,East,Retail,LineB,NewLaunch,1944,1908,1710,11,63.97,18.55,443.23,36105.52,2336.25,4640.54,1157.52,109388.7,65148.87,0.5956,6,1.82,68.39,0.0182,0.0068,1935,0,104,0.5128,38.9,6.83,False,0.0
2024-04-29,121,P006,MAK_SKU_06,Makeup,Central,Retail,LineC,None,2330,2274,1964,18,59.52,19.12,636.09,44613.21,2320.56,7181.84,1134.69,116897.28,61646.98,0.5274,3,5.4,93.81,0.024,0.0096,2806,0,67,0.7172,20.8,6.33,False,0.0
2024-05-06,122,P006,MAK_SKU_06,Makeup,West,Retail,LineC,None,2077,1994,1745,16,62.73,18.64,496.4,38764.92,3342.75,8522.92,552.36,109463.85,58280.9,0.5324,7,2.14,73.9,0.0398,0.0097,2879,0,131,0.6645,27.7,6.57,False,0.0
2024-05-13,123,P006,MAK_SKU_06,Makeup,Central,Retail,LineB,HolidayPush,1932,1927,1907,38,57.8,19.94,506.18,38574.7,2734.03,5438.49,553.7,110224.6,62923.68,0.5709,1,4.79,75.92,0.0024,0.02,2839,0,170,0.6656,17.4,8.24,False,0.0
2024-05-20,124,P006,MAK_SKU_06,Makeup,Central,E-commerce,LineA,NewLaunch,1632,1606,2246,8,46.78,18.28,305.18,29863.48,1314.84,5089.23,384.89,105067.88,68415.44,0.6512,11,8.42,74.8,0.0156,0.0039,2636,308,82,0.6414,-5.8,7.27,True,0.25
2024-05-27,125,P006,MAK_SKU_06,Makeup,North,Wholesale,LineA,None,2032,2032,1897,32,59.37,18.8,408.43,38242.44,1119.13,4489.74,1083.39,112624.89,67690.19,0.601,2,6.23,84.63,0.0,0.017,3388,0,85,0.6382,28.2,8.17,False,0.0
2024-06-03,126,P006,MAK_SKU_06,Makeup,Central,Retail,LineA,None,2246,2240,2107,51,61.22,19.77,370.59,44440.48,3921.17,9315.96,722.18,128990.54,70590.75,0.5473,4,3.84,85.08,0.0026,0.0244,1637,0,156,0.7279,15.7,6.92,False,0.0
2024-06-10,127,P006,MAK_SKU_06,Makeup,Central,Retail,LineA,None,2057,2028,2014,13,59.49,18.8,407.29,38712.33,1353.33,5835.16,891.77,119812.86,73020.27,0.6095,5,9.25,98.02,0.0137,0.0069,1752,0,139,0.6786,42.9,7.92,False,0.0
2024-06-17,128,P006,MAK_SKU_06,Makeup,Central,Retail,LineA,None,2084,2036,1874,18,62.78,20.6,485.57,42978.96,1529.32,6165.4,414.73,117649.72,66561.31,0.5658,3,7.4,91.24,0.0226,0.0098,4015,0,167,0.7287,43.6,6.39,False,0.0
2024-06-24,129,P006,MAK_SKU_06,Makeup,West,Retail,LineA,None,1822,1787,1650,11,57.33,18.79,227.75,34258.15,3802.18,6937.86,657.81,94594.5,48938.5,0.5174,7,7.28,79.34,0.0187,0.0067,2330,0,104,0.7016,6.2,7.17,False,0.0
2024-07-01,130,P006,MAK_SKU_06,Makeup,North,Retail,LineB,None,1742,1723,1408,41,63.18,18.58,486.02,32414.96,2384.1,2415.69,723.96,88957.44,51018.73,0.5735,7,7.49,76.57,0.0107,0.0294,1958,0,79,0.6316,20.0,5.56,False,0.0
2024-07-08,131,P006,MAK_SKU_06,Makeup,North,Retail,LineA,None,1774,1763,1417,40,62.75,19.5,393.83,34632.38,2368.84,4053.08,1185.11,88916.75,46677.34,0.525,10,6.98,76.28,0.0059,0.0285,1769,0,46,0.6929,33.1,4.75,False,0.0
2024-07-15,132,P006,MAK_SKU_06,Makeup,South,E-commerce,LineC,None,2897,2856,2764,24,58.64,18.42,680.79,53430.82,1437.88,10390.1,206.46,162080.96,96615.7,0.5961,9,2.27,103.58,0.0141,0.009,3301,0,223,0.7218,40.5,7.52,False,0.0
2024-07-22,133,P006,MAK_SKU_06,Makeup,East,Retail,LineA,SummerSale,1808,1760,1894,30,46.89,18.29,289.28,33097.25,3397.14,2619.22,395.28,88809.66,49300.77,0.5551,1,7.66,80.07,0.0265,0.0163,2756,66,107,0.7126,27.2,7.11,True,0.21
2024-07-29,134,P006,MAK_SKU_06,Makeup,East,E-commerce,LineA,None,1943,1930,1697,57,61.94,20.57,371.11,40004.62,2773.54,4326.6,571.15,105112.18,57436.27,0.5464,9,6.1,80.48,0.0063,0.0338,2990,0,62,0.6544,17.9,7.02,False,0.0
2024-08-05,135,P006,MAK_SKU_06,Makeup,East,Retail,LineB,HolidayPush,2022,2008,1596,17,60.51,20.76,341.72,42010.89,3440.94,6919.3,1090.24,96573.96,43112.59,0.4464,12,7.54,89.06,0.0068,0.0109,3064,0,56,0.7269,47.8,6.72,False,0.0
2024-08-12,136,P006,MAK_SKU_06,Makeup,East,E-commerce,LineA,None,1715,1696,1766,11,51.6,18.35,281.26,31498.38,3031.53,2492.0,275.38,91125.6,53828.31,0.5907,3,8.73,79.71,0.0107,0.0064,3409,32,112,0.7418,37.3,6.32,True,0.1
2024-08-19,137,P006,MAK_SKU_06,Makeup,Central,E-commerce,LineA,None,1992,1937,2159,68,56.08,18.4,258.96,36678.7,1183.37,5965.06,982.59,121076.72,76267.0,0.6299,14,7.25,86.65,0.0272,0.0316,1769,96,167,0.6744,27.4,7.51,True,0.1
2024-08-26,138,P006,MAK_SKU_06,Makeup,Central,Wholesale,LineC,SummerSale,1943,1868,1659,35,62.02,19.03,398.31,37015.12,1922.0,6085.3,789.42,102891.18,57079.34,0.5548,1,5.09,77.26,0.0382,0.0215,2056,0,88,0.6946,46.5,6.85,False,0.0
2024-09-02,139,P006,MAK_SKU_06,Makeup,West,E-commerce,LineA,None,1366,1332,1470,42,62.64,18.51,234.95,25308.16,3706.22,1996.88,209.83,92080.8,60859.71,0.6609,14,4.45,52.97,0.0245,0.0292,2240,83,63,0.6188,17.7,6.64,False,0.0
2024-09-09,140,P006,MAK_SKU_06,Makeup,West,Retail,LineC,None,2119,2063,1759,41,57.31,20.91,385.66,44346.86,817.0,2511.71,688.94,100808.29,52443.78,0.5202,10,6.77,90.29,0.026,0.0239,3045,0,126,0.7218,37.5,8.52,False,0.0
2024-09-16,141,P006,MAK_SKU_06,Makeup,South,Retail,LineB,None,1859,1834,1558,37,60.76,19.96,390.39,37144.68,2221.65,3873.97,564.55,94664.08,50859.23,0.5373,6,5.13,74.03,0.0132,0.0242,4127,0,57,0.8024,19.5,6.17,False,0.0
2024-09-23,142,P006,MAK_SKU_06,Makeup,East,E-commerce,LineA,None,2120,2024,2217,22,57.52,19.52,470.64,41429.46,2419.55,9259.72,1121.98,127521.84,73291.13,0.5747,4,5.71,86.42,0.045,0.01,2400,82,160,0.622,34.0,5.75,False,0.0
2024-09-30,143,P006,MAK_SKU_06,Makeup,North,E-commerce,LineC,None,1712,1699,1842,1,63.07,18.69,313.3,32028.61,968.36,6081.43,381.18,116174.94,76715.36,0.6603,2,7.84,76.42,0.0076,0.0011,2473,76,121,0.7095,34.6,7.05,False,0.0
2024-10-07,144,P006,MAK_SKU_06,Makeup,West,E-commerce,LineA,None,2287,2271,2052,26,60.82,18.36,477.98,42037.12,2878.91,8203.4,973.31,124802.64,70709.9,0.5666,8,5.06,90.82,0.0066,0.0127,3447,0,117,0.696,27.9,7.26,False,0.0
2024-10-14,145,P006,MAK_SKU_06,Makeup,West,E-commerce,LineA,SummerSale,2520,2480,3136,70,54.48,20.26,284.76,51083.68,607.16,6991.17,343.27,170849.28,111824.0,0.6545,10,9.48,121.37,0.0158,0.0226,2736,336,156,0.5724,14.7,8.2,True,0.12
2024-10-21,146,P006,MAK_SKU_06,Makeup,South,Retail,LineC,None,2084,2018,1610,5,56.93,20.07,404.3,41866.31,634.86,6247.64,1050.12,91657.3,41858.37,0.4567,10,7.31,90.89,0.0316,0.0032,1955,0,123,0.7032,15.3,6.44,False,0.0
2024-10-28,147,P006,MAK_SKU_06,Makeup,North,Retail,LineC,None,2592,2460,1999,31,60.97,18.61,596.16,48296.74,1660.72,7659.72,698.52,121879.03,63563.33,0.5215,10,6.14,107.56,0.0506,0.0157,3285,0,67,0.5842,0.7,6.55,False,0.0
2024-11-04,148,P006,MAK_SKU_06,Makeup,West,Wholesale,LineC,SummerSale,1673,1620,1454,13,60.11,19.56,426.62,32766.54,1740.56,5722.07,1167.18,87399.94,46003.59,0.5264,6,3.94,63.61,0.0316,0.0091,3681,0,52,0.7286,33.0,6.22,False,0.0
2024-11-11,149,P006,MAK_SKU_06,Makeup,West,E-commerce,LineB,None,2425,2330,2073,15,61.62,18.51,708.1,44957.56,2693.99,4125.71,1001.71,127738.26,74959.29,0.5868,2,6.97,104.22,0.039,0.0074,4397,0,74,0.5559,33.4,6.07,False,0.0
2024-11-18,150,P006,MAK_SKU_06,Makeup,South,Wholesale,LineC,None,2161,2115,2038,11,59.08,20.86,430.04,45121.46,2869.37,6560.16,650.6,120405.04,65203.45,0.5415,6,7.02,93.05,0.021,0.0055,3004,0,137,0.7472,49.9,7.39,False,0.0
2024-11-25,151,P006,MAK_SKU_06,Makeup,North,E-commerce,LineB,None,2042,1960,1761,51,59.75,20.47,551.34,41854.87,1252.21,6156.01,688.17,105219.75,55268.49,0.5253,6,3.28,75.75,0.0398,0.0293,2977,0,65,0.7219,52.3,5.99,False,0.0
2024-12-02,152,P006,MAK_SKU_06,Makeup,North,Retail,LineA,None,2091,2052,1946,0,62.09,20.63,313.65,43168.69,3060.93,6571.46,1023.74,120827.14,67002.32,0.5545,4,10.54,106.13,0.0182,0.0,3965,0,155,0.6099,34.1,6.92,False,0.0
2024-12-09,153,P006,MAK_SKU_06,Makeup,Central,Retail,LineC,None,2166,2159,1885,48,61.72,18.86,344.39,40885.2,2989.24,8424.68,697.45,116342.2,63345.63,0.5445,2,2.9,79.24,0.0028,0.0257,3228,0,127,0.739,15.2,7.07,False,0.0
2024-12-16,154,P006,MAK_SKU_06,Makeup,West,Retail,LineA,None,1631,1607,2221,15,40.97,18.68,288.69,30495.95,5101.39,5599.52,495.79,90994.37,49301.72,0.5418,4,7.4,71.41,0.0145,0.007,2874,300,96,0.7875,38.7,6.6,True,0.31
2024-12-23,155,P006,MAK_SKU_06,Makeup,West,Retail,LineB,NewLaunch,1767,1742,1665,19,59.26,19.05,288.02,33690.15,3955.48,1989.55,783.08,98667.9,58249.64,0.5904,5,4.16,67.76,0.0141,0.0118,3945,0,97,0.6563,34.4,8.92,False,0.0
2024-12-30,156,P006,MAK_SKU_06,Makeup,West,E-commerce,LineB,None,1889,1855,2718,56,41.82,20.69,366.47,39120.06,2977.83,5354.4,1194.0,113666.76,65020.47,0.572,7,5.87,77.51,0.0175,0.0206,2561,432,181,0.719,33.3,7.42,True,0.3
2022-01-03,0,P007,FRA_SKU_07,Fragrance,Central,E-commerce,LineC,SummerSale,2492,2416,2657,20,59.48,11.6,847.28,28991.93,2421.56,12612.19,238.41,158038.36,113774.27,0.7199,8,7.51,109.66,0.0303,0.0076,3262,124,181,0.5702,13.0,7.38,False,0.0
2022-01-10,1,P007,FRA_SKU_07,Fragrance,West,E-commerce,LineB,None,2184,2077,1903,35,56.79,12.93,1002.46,28339.37,2308.84,7380.86,326.59,108071.37,69715.71,0.6451,9,11.59,117.09,0.0489,0.0186,5251,0,65,0.6549,18.6,6.79,False,0.0
2022-01-17,2,P007,FRA_SKU_07,Fragrance,South,E-commerce,LineB,SummerSale,2806,2771,3347,35,37.35,12.58,1164.49,35415.93,5851.54,9491.05,536.51,125010.45,73715.42,0.5897,8,5.69,114.3,0.0125,0.0106,2599,285,292,0.5547,23.7,7.16,True,0.32
2022-01-24,3,P007,FRA_SKU_07,Fragrance,Central,Retail,LineB,NewLaunch,2290,2223,1739,31,57.83,11.64,1486.21,26804.22,3690.69,7103.26,712.23,100566.37,62255.97,0.6191,4,4.88,90.3,0.0291,0.018,3451,0,110,0.7811,23.5,7.23,False,0.0
2022-01-31,4,P007,FRA_SKU_07,Fragrance,South,E-commerce,LineA,HolidayPush,2215,2153,2009,45,58.29,12.45,1426.46,27719.4,2228.34,9359.63,1198.52,117104.61,76598.72,0.6541,7,0.54,74.58,0.0277,0.0225,4123,0,115,0.7886,39.7,7.05,False,0.0
2022-02-07,5,P007,FRA_SKU_07,Fragrance,West,E-commerce,LineB,HolidayPush,2401,2323,2476,54,57.77,13.25,1493.42,31962.59,1303.4,11215.67,813.25,143038.52,97743.61,0.6833,5,4.13,91.95,0.0321,0.0219,3004,59,168,0.7158,37.2,7.51,False,0.0
2022-02-14,6,P007,FRA_SKU_07,Fragrance,Central,E-commerce,LineB,None,2113,2079,2146,0,55.49,12.14,955.08,25747.33,966.85,4816.71,256.96,119081.54,87293.69,0.7331,8,9.08,99.83,0.0158,0.0,4324,35,192,0.6489,37.9,7.16,False,0.0
2022-02-21,7,P007,FRA_SKU_07,Fragrance,East,E-commerce,LineA,HolidayPush,2327,2266,2183,36,55.72,11.94,905.2,27874.9,3936.45,8023.63,305.14,121636.76,81496.64,0.67,4,1.52,81.04,0.0262,0.0167,2034,0,136,0.6961,45.4,7.32,False,0.0
2022-02-28,8,P007,FRA_SKU_07,Fragrance,East,Retail,LineC,HolidayPush,1510,1496,1420,20,60.24,12.86,960.36,19514.64,3937.33,4404.63,750.05,85540.8,56934.15,0.6656,6,4.85,59.48,0.0087,0.0147,4165,0,74,0.6889,27.3,5.35,False,0.0
2022-03-07,9,P007,FRA_SKU_07,Fragrance,Central,Wholesale,LineC,None,2363,2363,1952,21,58.63,12.45,964.1,29515.76,2119.65,8835.09,544.53,114445.76,73430.73,0.6416,8,1.63,82.59,0.0,0.0112,3499,0,60,0.7758,28.7,8.37,False,0.0
2022-03-14,10,P007,FRA_SKU_07,Fragrance,East,E-commerce,LineA,None,2702,2611,2517,6,59.95,12.77,1067.29,34611.27,2316.61,9312.18,1087.95,150894.15,103566.14,0.6863,6,3.16,99.8,0.0337,0.0027,1695,0,101,0.7229,29.1,6.53,False,0.0
2022-03-21,11,P007,FRA_SKU_07,Fragrance,West,Wholesale,LineA,None,1891,1866,1605,31,55.28,12.33,990.88,23415.12,1853.93,5378.94,1168.86,88724.4,56907.55,0.6414,12,3.87,71.72,0.0127,0.0194,2879,0,77,0.6515,35.5,6.85,False,0.0
2022-03-28,12,P007,FRA_SKU_07,Fragrance,East,E-commerce,LineC,NewLaunch,2285,2231,2388,16,60.92,12.06,1638.35,27720.93,3090.34,3141.65,1122.76,145476.96,110401.28,0.7589,5,9.12,108.2,0.0233,0.007,3897,82,125,0.7585,12.9,6.37,False,0.0
2022-04-04,13,P007,FRA_SKU_07,Fragrance,East,Wholesale,LineA,None,1845,1805,1623,26,59.86,12.68,1129.14,23507.51,928.49,3506.0,324.5,97152.78,68886.28,0.7091,7,6.97,79.3,0.0213,0.0161,3809,0,96,0.6813,11.4,5.3,False,0.0
2022-04-11,14,P007,FRA_SKU_07,Fragrance,South,Retail,LineB,None,1951,1911,1616,38,57.78,11.76,1010.62,23044.82,608.55,3607.4,604.01,93372.48,65507.7,0.7016,5,4.05,74.5,0.0204,0.0239,2780,0,56,0.6995,46.5,9.37,False,0.0
2022-04-18,15,P007,FRA_SKU_07,Fragrance,East,E-commerce,LineC,None,2114,2037,2023,16,60.47,12.93,1469.23,27480.94,3469.11,7824.1,800.11,122330.81,82756.55,0.6765,3,6.78,90.11,0.0363,0.0084,3485,0,105,0.6687,15.8,8.03,False,0.0
2022-04-25,16,P007,FRA_SKU_07,Fragrance,South,E-commerce,LineC,None,2311,2273,2871,39,43.21,11.84,1811.82,27543.42,457.96,7193.4,1087.74,124055.91,87773.39,0.7075,8,5.45,93.22,0.0161,0.0138,2364,323,163,0.6436,36.5,8.29,True,0.21
2022-05-02,17,P007,FRA_SKU_07,Fragrance,North,E-commerce,LineA,None,2974,2965,3565,42,38.81,13.13,2379.2,39286.54,3884.79,10762.06,378.1,138357.65,84046.16,0.6075,9,8.35,135.89,0.0027,0.012,2787,329,306,0.8753,33.2,6.0,True,0.34
2022-05-09,18,P007,FRA_SKU_07,Fragrance,East,Wholesale,LineA,None,1482,1422,1229,33,54.48,12.29,580.94,18271.87,827.82,3156.42,591.69,66955.92,44108.12,0.6588,6,6.19,61.62,0.0405,0.0274,4539,0,76,0.686,32.1,6.15,False,0.0
2022-05-16,19,P007,FRA_SKU_07,Fragrance,Central,Retail,LineC,None,2892,2871,2884,91,53.72,11.56,2302.03,33661.72,505.68,9579.92,876.81,154928.48,110304.35,0.712,9,2.16,102.99,0.0069,0.0318,3809,7,255,0.7349,43.9,6.05,True,0.06
2022-05-23,20,P007,FRA_SKU_07,Fragrance,North,Retail,LineB,HolidayPush,2629,2561,2202,72,55.66,11.63,2150.52,30790.32,1013.5,6247.4,357.28,122563.32,84154.82,0.6866,4,7.32,114.69,0.0257,0.0331,5069,0,66,0.7065,19.3,7.62,False,0.0
2022-05-30,21,P007,FRA_SKU_07,Fragrance,North,E-commerce,LineA,None,1728,1681,1597,19,60.4,12.82,948.67,22247.83,3305.36,4823.78,475.12,96458.8,65606.71,0.6802,8,7.7,76.68,0.0269,0.0124,2423,0,108,0.8378,33.5,6.62,False,0.0
2022-06-06,22,P007,FRA_SKU_07,Fragrance,West,E-commerce,LineC,None,2406,2406,2307,41,56.35,11.7,1236.68,28273.87,2952.08,8754.53,983.73,129999.45,89035.24,0.6849,5,6.17,99.95,0.0,0.018,2487,0,136,0.7111,4.6,6.65,False,0.0
2022-06-13,23,P007,FRA_SKU_07,Fragrance,South,Retail,LineA,NewLaunch,2614,2581,2208,27,59.03,11.62,1212.9,30495.97,1492.96,10208.25,538.21,130338.24,87602.85,0.6721,5,2.84,95.4,0.0124,0.0123,4167,0,83,0.7097,34.4,6.11,False,0.0
2022-06-20,24,P007,FRA_SKU_07,Fragrance,North,Retail,LineA,None,2534,2458,2302,30,59.7,12.9,1155.5,32804.15,740.02,6220.59,488.08,137429.4,97176.56,0.7071,2,6.54,106.92,0.0297,0.0131,3349,0,98,0.7528,17.9,5.5,False,0.0
